nsn,candidate_mpn,manufacturer,digikey_pn,raw_attributes_json,closeness_score,search_mode
5950-01-224-5861,PA2627NL,Pulse Electronics,PA2627NL-ND,"{""Transformer Type"": ""-"", ""Inductance"": ""50.5µH"", ""ET (Volt-Time)"": ""-"", ""Turns Ratio - Primary:Secondary"": ""-"", ""Mounting Type"": ""Surface Mount"", ""Size / Dimension"": ""0.515\"" L x 0.600\"" W (13.08mm x 15.24mm)"", ""Height - Seated (Max)"": ""0.451\"" (11.45mm)"", ""Operating Temperature"": ""-40°C ~ 130°C"", ""_status"": ""Active"", ""_datasheet"": ""https://productfinder.pulseeng.com/products/datasheets/P742.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/8512/MFG_PAxxxxNL.jpg"", ""_description"": ""PULSE XFMR 50.5UH"", ""_unit_price"": 3.59, ""_qty_available"": 430, ""_category"": ""Pulse Transformers"", ""_product_url"": ""https://www.digikey.com/en/products/detail/pulse-electronics/PA2627NL/5174416""}",2.0745,parametric
5950-01-224-5861,PA2627NLT,Pulse Electronics,PA2627NLT-ND,"{""Transformer Type"": ""-"", ""Inductance"": ""50.5µH"", ""ET (Volt-Time)"": ""-"", ""Turns Ratio - Primary:Secondary"": ""-"", ""Mounting Type"": ""Surface Mount"", ""Size / Dimension"": ""0.515\"" L x 0.600\"" W (13.08mm x 15.24mm)"", ""Height - Seated (Max)"": ""0.451\"" (11.45mm)"", ""Operating Temperature"": ""-40°C ~ 130°C"", ""_status"": ""Active"", ""_datasheet"": ""https://productfinder.pulseelectronics.com/api/open/part-attachments/datasheet/PA2627NLT"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/8512/MFG_PAxxxxNL.jpg"", ""_description"": ""PULSE XFMR 50.5UH"", ""_unit_price"": 2.59466, ""_qty_available"": null, ""_category"": ""Pulse Transformers"", ""_product_url"": ""https://www.digikey.com/en/products/detail/pulse-electronics/PA2627NLT/5174417""}",2.0745,parametric
5961-01-017-5461,10BQ100,SMC Diode Solutions,1655-10BQ100TR-ND,"{""Technology"": ""Schottky"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""780 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Current - Reverse Leakage @ Vr"": ""500 µA @ 100 V"", ""Capacitance @ Vr, F"": ""26pF @ 5V, 1MHz"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-214AA, SMB"", ""Supplier Device Package"": ""DO-214AA (SMB)"", ""Operating Temperature - Junction"": ""-55°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.smc-diodes.com/propdf/10BQ100%20N0646%20REV.A.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/1655%7ESMB%28DO214AA%29%7E%7E2.jpg"", ""_description"": ""DIODE SCHOTTKY 100V 1A DO214AA"", ""_unit_price"": 0.37, ""_qty_available"": 28741, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/smc-diode-solutions/10BQ100/12142370""}",0.0,parametric
5961-01-017-5461,1N4002,Diotec Semiconductor,4878-1N4002CT-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""1.1 V @ 1 A"", ""Speed"": ""Standard Recovery >500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""1.5 µs"", ""Current - Reverse Leakage @ Vr"": ""5 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Mounting Type"": ""Through Hole"", ""Package / Case"": ""DO-204AC, DO-41, Axial"", ""Supplier Device Package"": ""DO-204AC (DO-41)"", ""Operating Temperature - Junction"": ""-50°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://diotec.com/request/datasheet/1n4001.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/7962/MFG_4878%7EDO41-DO204AC%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A DO204AC"", ""_unit_price"": 0.14, ""_qty_available"": 33195, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/diotec-semiconductor/1N4002/13164611""}",0.0,parametric
5961-01-017-5461,1N4002G,onsemi,1N4002GOS-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""1.1 V @ 1 A"", ""Speed"": ""Standard Recovery >500ns, > 200mA (Io)"", ""Current - Reverse Leakage @ Vr"": ""10 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Mounting Type"": ""Through Hole"", ""Package / Case"": ""DO-204AL, DO-41, Axial"", ""Supplier Device Package"": ""Axial"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pub/Collateral/1N4001-D.PDF"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5054/488%7E59-10%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A AXIAL"", ""_unit_price"": 0.28, ""_qty_available"": 46766, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/1N4002G/1485470""}",0.0,parametric
5961-01-017-5461,1N4002RLG,onsemi,1N4002RLGOSTR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""1.1 V @ 1 A"", ""Speed"": ""Standard Recovery >500ns, > 200mA (Io)"", ""Current - Reverse Leakage @ Vr"": ""10 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Mounting Type"": ""Through Hole"", ""Package / Case"": ""DO-204AL, DO-41, Axial"", ""Supplier Device Package"": ""Axial"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pub/Collateral/1N4001-D.PDF"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5054/488%7E59-10%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A AXIAL"", ""_unit_price"": 0.28, ""_qty_available"": 33913, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/1N4002RLG/918018""}",0.0,parametric
5961-01-017-5461,1N5804US,Microchip Technology,1N5804US-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""875 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""25 ns"", ""Current - Reverse Leakage @ Vr"": ""1 µA @ 100 V"", ""Capacitance @ Vr, F"": ""25pF @ 10V, 1MHz"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""SQ-MELF, A"", ""Supplier Device Package"": ""D-5A"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://ww1.microchip.com/downloads/aemDocuments/documents/HRDS/ProductDocuments/DataSheets/LDS-0211+%282%29%2C+1N5802-1N5804-1N5806%2C+MIL-PRF-19500-477.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2582/SQ-MELF%2C%20A%20PKG.JPG"", ""_description"": ""DIODE STANDARD 100V 1A D5A"", ""_unit_price"": 9.28, ""_qty_available"": 1315, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/microchip-technology/1N5804US/4378729""}",0.0,parametric
5961-01-017-5461,BYM10-100-E3/96,Vishay General Semiconductor - Diodes Division,BYM10-100-E3/96GITR-ND,"{""Technology"": ""Avalanche"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""1.1 V @ 1 A"", ""Speed"": ""Standard Recovery >500ns, > 200mA (Io)"", ""Current - Reverse Leakage @ Vr"": ""10 µA @ 100 V"", ""Capacitance @ Vr, F"": ""8pF @ 4V, 1MHz"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-213AB, MELF (Glass)"", ""Supplier Device Package"": ""DO-213AB"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.vishay.com/docs/88546/bym10-xxx.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6163/112%7EDO213AB-GLASS%7E%7E2.jpg"", ""_description"": ""DIODE AVALANCHE 100V 1A DO213AB"", ""_unit_price"": 0.7, ""_qty_available"": 1759, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/BYM10-100-E3-96/2149731""}",0.0,parametric
5961-01-017-5461,EGF1B,onsemi,EGF1BTR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""1 V @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""50 ns"", ""Current - Reverse Leakage @ Vr"": ""10 µA @ 100 V"", ""Capacitance @ Vr, F"": ""15pF @ 4V, 1MHz"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-214AC, SMA"", ""Supplier Device Package"": ""DO-214AC (SMA)"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pub/Collateral/EGF1D-D.PDF"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7EMKT-DO214AC%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A DO214AC"", ""_unit_price"": 1.21, ""_qty_available"": 111021, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/EGF1B/977529""}",0.0,parametric
5961-01-017-5461,ES1B-LTP,MCC (Micro Commercial Components),ES1B-LTPMSTR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""950 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""35 ns"", ""Current - Reverse Leakage @ Vr"": ""5 µA @ 100 V"", ""Capacitance @ Vr, F"": ""15pF @ 4V, 1MHz"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-214AC, SMA"", ""Supplier Device Package"": ""DO-214AC (SMA)"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Not For New Designs"", ""_datasheet"": ""https://www.mccsemi.com/pdf/Products/ES1A-L-ES1J-L(SMA).pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/353%7EDO214AC%28SMA%29%7E%7E2-Top.jpg"", ""_description"": ""DIODE STANDARD 100V 1A DO214AC"", ""_unit_price"": 0.44, ""_qty_available"": 44090, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ES1B-LTP/2345529""}",0.0,parametric
5961-01-017-5461,GF1B,onsemi,GF1BFSTR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""1 V @ 1 A"", ""Speed"": ""Standard Recovery >500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""2 µs"", ""Current - Reverse Leakage @ Vr"": ""5 µA @ 100 V"", ""Capacitance @ Vr, F"": ""15pF @ 4V, 1MHz"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-214AC, SMA"", ""Supplier Device Package"": ""DO-214AC (SMA)"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pub/Collateral/GF1A-D.PDF"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7EMKT-DO214AC%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A DO214AC"", ""_unit_price"": 0.62, ""_qty_available"": 29750, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/GF1B/1049395""}",0.0,parametric
5961-01-017-5461,MBR1H100SFT3G,onsemi,MBR1H100SFT3GOSTR-ND,"{""Technology"": ""Schottky"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""760 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Current - Reverse Leakage @ Vr"": ""40 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""SOD-123F"", ""Supplier Device Package"": ""SOD-123FL"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pdf/datasheet/mbr1h100sf-d.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6342/488%7E498-01%7ESF%7E2.jpg"", ""_description"": ""DIODE SCHOTTKY 100V 1A SOD123FL"", ""_unit_price"": 0.66, ""_qty_available"": 463951, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/MBR1H100SFT3G/2194010""}",0.0,parametric
5961-01-017-5461,MBRS1100T3G,onsemi,MBRS1100T3GOSTR-ND,"{""Technology"": ""Schottky"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""750 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Current - Reverse Leakage @ Vr"": ""500 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-214AA, SMB"", ""Supplier Device Package"": ""SMB"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pdf/datasheet/mbrs1100t3-d.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2577/MFG_488%7E403A-03%7EB%2C%20S%7E2.jpg"", ""_description"": ""DIODE SCHOTTKY 100V 1A SMB"", ""_unit_price"": 0.66, ""_qty_available"": 27248, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/MBRS1100T3G/918634""}",0.0,parametric
5961-01-017-5461,MSE1PB-M3/89A,Vishay General Semiconductor - Diodes Division,MSE1PB-M3/89AGITR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""1.1 V @ 1 A"", ""Speed"": ""Standard Recovery >500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""780 ns"", ""Current - Reverse Leakage @ Vr"": ""1 µA @ 100 V"", ""Capacitance @ Vr, F"": ""5pF @ 4V, 1MHz"", ""Grade"": ""-"", ""Qualification"": ""-"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-219AD"", ""Supplier Device Package"": ""DO-219AD (MicroSMP)"", ""Operating Temperature - Junction"": ""-55°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.vishay.com/docs/89067/mse1pj.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/8918/112%7EDO219AD%28MICROSMP%29%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A DO219AD"", ""_unit_price"": 0.38, ""_qty_available"": 26948, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/MSE1PB-M3-89A/2149913""}",0.0,parametric
5961-01-017-5461,MUH1PB-M3/89A,Vishay General Semiconductor - Diodes Division,MUH1PB-M3/89AGITR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""1.05 V @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""40 ns"", ""Current - Reverse Leakage @ Vr"": ""1 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-219AD"", ""Supplier Device Package"": ""DO-219AD (MicroSMP)"", ""Operating Temperature - Junction"": ""-55°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/645/MUH1PB%2CPC%2CPD.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/8918/112%7EDO219AD%28MICROSMP%29%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A DO219AD"", ""_unit_price"": 0.47, ""_qty_available"": 8374, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/MUH1PB-M3-89A/2149927""}",0.0,parametric
5961-01-017-5461,MUH1PBHM3/89A,Vishay General Semiconductor - Diodes Division,MUH1PBHM3/89AGITR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""1.05 V @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""40 ns"", ""Current - Reverse Leakage @ Vr"": ""1 µA @ 100 V"", ""Capacitance @ Vr, F"": ""10pF @ 4V, 1MHz"", ""Grade"": ""Automotive"", ""Qualification"": ""AEC-Q101"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-219AD"", ""Supplier Device Package"": ""DO-219AD (MicroSMP)"", ""Operating Temperature - Junction"": ""-55°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2576/MUH1PB%20thru%20MUH1PD.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/8918/112%7EDO219AD%28MICROSMP%29%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A DO219AD"", ""_unit_price"": 0.53, ""_qty_available"": 10141, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/MUH1PBHM3-89A/4873434""}",0.0,parametric
5961-01-017-5461,MUR110G,onsemi,MUR110GOS-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""875 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""35 ns"", ""Current - Reverse Leakage @ Vr"": ""2 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Mounting Type"": ""Through Hole"", ""Package / Case"": ""DO-204AL, DO-41, Axial"", ""Supplier Device Package"": ""Axial"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pdf/datasheet/mur120-d.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5054/488%7E59-10%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A AXIAL"", ""_unit_price"": 0.65, ""_qty_available"": 38105, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/MUR110G/1482785""}",0.0,parametric
5961-01-017-5461,MUR110RLG,onsemi,MUR110RLGOSTR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""875 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""35 ns"", ""Current - Reverse Leakage @ Vr"": ""2 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Mounting Type"": ""Through Hole"", ""Package / Case"": ""DO-204AL, DO-41, Axial"", ""Supplier Device Package"": ""Axial"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pdf/datasheet/mur120-d.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5054/488%7E59-10%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A AXIAL"", ""_unit_price"": 0.65, ""_qty_available"": 1507, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/MUR110RLG/919895""}",0.0,parametric
5961-01-017-5461,MURA110T3G,onsemi,MURA110T3GOSTR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""875 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""30 ns"", ""Current - Reverse Leakage @ Vr"": ""2 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-214AC, SMA"", ""Supplier Device Package"": ""SMA"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/MURA105T3-D.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6285/488%7E403D-02%7EA%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A SMA"", ""_unit_price"": 0.68, ""_qty_available"": 63647, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/MURA110T3G/919928""}",0.0,parametric
5961-01-017-5461,MURS110T3G,onsemi,MURS110T3GOSTR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""875 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""35 ns"", ""Current - Reverse Leakage @ Vr"": ""2 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-214AA, SMB"", ""Supplier Device Package"": ""SMB"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pdf/datasheet/murs120t3-d.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2577/MFG_488%7E403A-03%7EB%2C%20S%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 1A SMB"", ""_unit_price"": 0.63, ""_qty_available"": 8077, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/MURS110T3G/919946""}",0.0,parametric
5961-01-017-5461,NRVB1H100SFT3G,onsemi,NRVB1H100SFT3GOSTR-ND,"{""Technology"": ""Schottky"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""1A"", ""Voltage - Forward (Vf) (Max) @ If"": ""760 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Current - Reverse Leakage @ Vr"": ""40 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Grade"": ""Automotive"", ""Qualification"": ""AEC-Q101"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""SOD-123F"", ""Supplier Device Package"": ""SOD-123FL"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pdf/datasheet/mbr1h100sf-d.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E498%7E%7E2.jpg"", ""_description"": ""DIODE SCHOTTKY 100V 1A SOD123FL"", ""_unit_price"": 0.74, ""_qty_available"": 179692, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/NRVB1H100SFT3G/5257325""}",0.0,parametric
5961-01-017-5461,NRVUA110VT3G,onsemi,488-NRVUA110VT3GTR-ND,"{""Technology"": ""Standard"", ""Voltage - DC Reverse (Vr) (Max)"": ""100 V"", ""Current - Average Rectified (Io)"": ""2A"", ""Voltage - Forward (Vf) (Max) @ If"": ""875 mV @ 1 A"", ""Speed"": ""Fast Recovery =< 500ns, > 200mA (Io)"", ""Reverse Recovery Time (trr)"": ""30 ns"", ""Current - Reverse Leakage @ Vr"": ""2 µA @ 100 V"", ""Capacitance @ Vr, F"": ""-"", ""Grade"": ""Automotive"", ""Qualification"": ""AEC-Q101"", ""Mounting Type"": ""Surface Mount"", ""Package / Case"": ""DO-214AC, SMA"", ""Supplier Device Package"": ""SMA"", ""Operating Temperature - Junction"": ""-65°C ~ 175°C"", ""_status"": ""Active"", ""_datasheet"": ""https://www.onsemi.com/pdf/datasheet/mura105t3-d.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5037/488%7E403D%7E%7E2.jpg"", ""_description"": ""DIODE STANDARD 100V 2A SMA"", ""_unit_price"": 0.63, ""_qty_available"": 9694, ""_category"": ""Single Diodes"", ""_product_url"": ""https://www.digikey.com/en/products/detail/onsemi/NRVUA110VT3G/7220555""}",0.0,parametric
