delta_id,candidate_id,nsn,candidate_mpn,requirement_name,required_value,candidate_value,verdict,scored,gate_type,operator,uom,required_value_display,candidate_value_display,requirement_class,source,source_spec_id
5999-01-294-4489__07-0201-0875__vibration_grms,5999-01-294-4489__07-0201-0875,5999-01-294-4489,07-0201-0875,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0201-0875__lot_traceability,5999-01-294-4489__07-0201-0875,5999-01-294-4489,07-0201-0875,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0094__contact_count,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__07-0202-0094__current_rating,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0094__insulation_resistance,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0094__shell_material,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__07-0202-0094__operating_temp_max,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0094__operating_temp_min,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0094__contact_plating,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0094__humidity_resistance,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0094__qualification,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0094__thermal_shock_cycles,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0094__vibration_grms,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0094__lot_traceability,5999-01-294-4489__07-0202-0094,5999-01-294-4489,07-0202-0094,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0488__contact_count,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__07-0202-0488__current_rating,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0488__insulation_resistance,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0488__shell_material,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__07-0202-0488__operating_temp_max,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0488__operating_temp_min,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0488__contact_plating,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0488__humidity_resistance,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0488__qualification,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0488__thermal_shock_cycles,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0488__vibration_grms,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0202-0488__lot_traceability,5999-01-294-4489__07-0202-0488,5999-01-294-4489,07-0202-0488,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0701-9006__contact_count,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__07-0701-9006__current_rating,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0701-9006__insulation_resistance,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0701-9006__shell_material,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__07-0701-9006__operating_temp_max,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0701-9006__operating_temp_min,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0701-9006__contact_plating,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0701-9006__humidity_resistance,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0701-9006__qualification,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0701-9006__thermal_shock_cycles,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0701-9006__vibration_grms,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0701-9006__lot_traceability,5999-01-294-4489__07-0701-9006,5999-01-294-4489,07-0701-9006,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9009__contact_count,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__07-0702-9009__current_rating,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9009__insulation_resistance,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9009__shell_material,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__07-0702-9009__operating_temp_max,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9009__operating_temp_min,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9009__contact_plating,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9009__humidity_resistance,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9009__qualification,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9009__thermal_shock_cycles,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9009__vibration_grms,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9009__lot_traceability,5999-01-294-4489__07-0702-9009,5999-01-294-4489,07-0702-9009,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9012__contact_count,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__07-0702-9012__current_rating,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9012__insulation_resistance,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9012__shell_material,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__07-0702-9012__operating_temp_max,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9012__operating_temp_min,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9012__contact_plating,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9012__humidity_resistance,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9012__qualification,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9012__thermal_shock_cycles,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9012__vibration_grms,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__07-0702-9012__lot_traceability,5999-01-294-4489__07-0702-9012,5999-01-294-4489,07-0702-9012,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1687-1298__contact_count,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-1687-1298__current_rating,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1687-1298__insulation_resistance,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1687-1298__shell_material,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-1687-1298__operating_temp_max,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1687-1298__operating_temp_min,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1687-1298__contact_plating,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1687-1298__humidity_resistance,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1687-1298__qualification,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1687-1298__thermal_shock_cycles,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1687-1298__vibration_grms,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1687-1298__lot_traceability,5999-01-294-4489__10-04-1687-1298,5999-01-294-4489,10-04-1687-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1720-1298__contact_count,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-1720-1298__current_rating,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1720-1298__insulation_resistance,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1720-1298__shell_material,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-1720-1298__operating_temp_max,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1720-1298__operating_temp_min,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1720-1298__contact_plating,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1720-1298__humidity_resistance,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1720-1298__qualification,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1720-1298__thermal_shock_cycles,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1720-1298__vibration_grms,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-1720-1298__lot_traceability,5999-01-294-4489__10-04-1720-1298,5999-01-294-4489,10-04-1720-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2657-1298__contact_count,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-2657-1298__current_rating,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2657-1298__insulation_resistance,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2657-1298__shell_material,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-2657-1298__operating_temp_max,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2657-1298__operating_temp_min,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2657-1298__contact_plating,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2657-1298__humidity_resistance,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2657-1298__qualification,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2657-1298__thermal_shock_cycles,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2657-1298__vibration_grms,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2657-1298__lot_traceability,5999-01-294-4489__10-04-2657-1298,5999-01-294-4489,10-04-2657-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2737-1298__contact_count,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-2737-1298__current_rating,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2737-1298__insulation_resistance,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2737-1298__shell_material,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-2737-1298__operating_temp_max,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2737-1298__operating_temp_min,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2737-1298__contact_plating,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2737-1298__humidity_resistance,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2737-1298__qualification,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2737-1298__thermal_shock_cycles,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2737-1298__vibration_grms,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2737-1298__lot_traceability,5999-01-294-4489__10-04-2737-1298,5999-01-294-4489,10-04-2737-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2865-1298__contact_count,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-2865-1298__current_rating,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2865-1298__insulation_resistance,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2865-1298__shell_material,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-2865-1298__operating_temp_max,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2865-1298__operating_temp_min,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
