requirement_id,nsn,requirement_name,operator,value,uom,requirement_class,source,source_spec_id,conflicting_value,conflicting_source,value_num,value_min,value_max,value_text,parse_status,raw_requirement_name
5999-01-215-7176__shell_material,5999-01-215-7176,shell_material,eq,COMPOSITE,,mechanical,spec_extraction,MIL-DTL-24308,ALUMINUMALLOY,publog_characteristics,,,,COMPOSITE,text,shell_material
5999-01-215-7176__humidity_resistance,5999-01-215-7176,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-24308,,,,,,true,boolean,humidity_resistance
5999-01-215-7176__qualification,5999-01-215-7176,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-24308,,,,,,true,boolean,qualification
5999-01-215-7176__thermal_shock_cycles,5999-01-215-7176,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-DTL-24308,,,10.0,,,10,number,thermal_shock_cycles
5999-01-215-7176__vibration_grms,5999-01-215-7176,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-24308,,,10.0,,,10,number,vibration_grms
5999-01-215-7176__lot_traceability,5999-01-215-7176,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-24308,,,,,,true,boolean,lot_traceability
5999-01-222-0064__contact_plating,5999-01-222-0064,contact_plating,eq,GOLD,,electrical,publog_characteristics,,,,,,,GOLD,text,contact_plating
5999-01-222-0064__current_rating,5999-01-222-0064,current_rating,gte,1,A,electrical,publog_characteristics,,,,1.0,,,1 A,number,current_rating
5999-01-222-0064__insulation_resistance,5999-01-222-0064,insulation_resistance,gte,1000000000,ohm,electrical,spec_extraction,MIL-DTL-24308,1000000000,publog_characteristics,1000000000.0,,,1000000000 ohm,number,insulation_resistance
5999-01-222-0064__operating_temp_max,5999-01-222-0064,operating_temp_max,gte,125,degC,environmental,spec_extraction,MIL-DTL-24308,71,publog_characteristics,125.0,,,125 degC,number,operating_temp_max
5999-01-222-0064__operating_temp_min,5999-01-222-0064,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-24308,-46,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-01-222-0064__contact_count,5999-01-222-0064,contact_count,eq,25,,mechanical,spec_extraction,MIL-DTL-24308,25,publog_characteristics,25.0,,,25,number,contact_count
5999-01-222-0064__shell_material,5999-01-222-0064,shell_material,eq,COMPOSITE,,mechanical,spec_extraction,MIL-DTL-24308,COMPOSITE,publog_characteristics,,,,COMPOSITE,text,shell_material
5999-01-222-0064__humidity_resistance,5999-01-222-0064,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-24308,,,,,,true,boolean,humidity_resistance
5999-01-222-0064__qualification,5999-01-222-0064,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-24308,,,,,,true,boolean,qualification
5999-01-222-0064__thermal_shock_cycles,5999-01-222-0064,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-DTL-24308,,,10.0,,,10,number,thermal_shock_cycles
5999-01-222-0064__vibration_grms,5999-01-222-0064,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-24308,,,10.0,,,10,number,vibration_grms
5999-01-222-0064__lot_traceability,5999-01-222-0064,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-24308,,,,,,true,boolean,lot_traceability
5999-01-240-8049__contact_count,5999-01-240-8049,contact_count,eq,25,,electrical,publog_characteristics,,,,25.0,,,25,number,contact_count
5999-01-240-8049__current_rating,5999-01-240-8049,current_rating,gte,1,A,electrical,publog_characteristics,,,,1.0,,,1 A,number,current_rating
5999-01-240-8049__insulation_resistance,5999-01-240-8049,insulation_resistance,gte,5000000000,ohm,electrical,manual_override,MIL-DTL-83513,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5999-01-240-8049__operating_temp_max,5999-01-240-8049,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-DTL-83513,71,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5999-01-240-8049__operating_temp_min,5999-01-240-8049,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-83513,-46,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-01-240-8049__contact_plating,5999-01-240-8049,contact_plating,eq,GOLD,,mechanical,spec_extraction,MIL-DTL-83513,GOLD,publog_characteristics,,,,GOLD,text,contact_plating
5999-01-240-8049__shell_material,5999-01-240-8049,shell_material,eq,COMPOSITE,,mechanical,spec_extraction,MIL-DTL-83513,ALUMINUMALLOY,publog_characteristics,,,,COMPOSITE,text,shell_material
5999-01-240-8049__humidity_resistance,5999-01-240-8049,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-83513,,,,,,true,boolean,humidity_resistance
5999-01-240-8049__qualification,5999-01-240-8049,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-83513,,,,,,true,boolean,qualification
5999-01-240-8049__solderability_per_j_std_002,5999-01-240-8049,solderability_per_j_std_002,boolean,true,,qualification,spec_extraction,MIL-DTL-83513,,,,,,true,boolean,solderability_per_j_std_002
5999-01-240-8049__thermal_shock_cycles,5999-01-240-8049,thermal_shock_cycles,gte,25,,qualification,spec_extraction,MIL-DTL-83513,,,25.0,,,25,number,thermal_shock_cycles
5999-01-240-8049__vibration_grms,5999-01-240-8049,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-83513,,,10.0,,,10,number,vibration_grms
5999-01-240-8049__dpa_sample_required,5999-01-240-8049,dpa_sample_required,boolean,true,,traceability,spec_extraction,MIL-DTL-83513,,,,,,true,boolean,dpa_sample_required
5999-01-240-8049__lot_traceability,5999-01-240-8049,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-83513,,,,,,true,boolean,lot_traceability
5999-01-270-9406__contact_count,5999-01-270-9406,contact_count,eq,37,,electrical,publog_characteristics,,,,37.0,,,37,number,contact_count
5999-01-270-9406__current_rating,5999-01-270-9406,current_rating,gte,5,A,electrical,publog_characteristics,,,,5.0,,,5 A,number,current_rating
5999-01-270-9406__insulation_resistance,5999-01-270-9406,insulation_resistance,gte,5000000000,ohm,electrical,manual_override,MIL-DTL-83513,1000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5999-01-270-9406__operating_temp_max,5999-01-270-9406,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-DTL-83513,125,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5999-01-270-9406__operating_temp_min,5999-01-270-9406,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-DTL-83513,-55,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-01-270-9406__contact_plating,5999-01-270-9406,contact_plating,eq,GOLD,,mechanical,spec_extraction,MIL-DTL-83513,GOLD,publog_characteristics,,,,GOLD,text,contact_plating
5999-01-270-9406__shell_material,5999-01-270-9406,shell_material,eq,COMPOSITE,,mechanical,spec_extraction,MIL-DTL-83513,COMPOSITE,publog_characteristics,,,,COMPOSITE,text,shell_material
5999-01-270-9406__humidity_resistance,5999-01-270-9406,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-DTL-83513,,,,,,true,boolean,humidity_resistance
5999-01-270-9406__qualification,5999-01-270-9406,qualification,boolean,true,,qualification,spec_extraction,MIL-DTL-83513,,,,,,true,boolean,qualification
5999-01-270-9406__solderability_per_j_std_002,5999-01-270-9406,solderability_per_j_std_002,boolean,true,,qualification,spec_extraction,MIL-DTL-83513,,,,,,true,boolean,solderability_per_j_std_002
5999-01-270-9406__thermal_shock_cycles,5999-01-270-9406,thermal_shock_cycles,gte,25,,qualification,spec_extraction,MIL-DTL-83513,,,25.0,,,25,number,thermal_shock_cycles
5999-01-270-9406__vibration_grms,5999-01-270-9406,vibration_grms,gte,10,,qualification,spec_extraction,MIL-DTL-83513,,,10.0,,,10,number,vibration_grms
5999-01-270-9406__dpa_sample_required,5999-01-270-9406,dpa_sample_required,boolean,true,,traceability,spec_extraction,MIL-DTL-83513,,,,,,true,boolean,dpa_sample_required
5999-01-270-9406__lot_traceability,5999-01-270-9406,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-DTL-83513,,,,,,true,boolean,lot_traceability
5999-01-294-4489__contact_count,5999-01-294-4489,contact_count,eq,9,,electrical,publog_characteristics,,,,9.0,,,9,number,contact_count
5999-01-294-4489__current_rating,5999-01-294-4489,current_rating,gte,7.5,A,electrical,spec_extraction,MIL-PRF-49464,5,publog_characteristics,7.5,,,7.5 A,number,current_rating
5999-01-294-4489__insulation_resistance,5999-01-294-4489,insulation_resistance,gte,5000000000,ohm,electrical,spec_extraction,MIL-PRF-49464,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5999-01-294-4489__shell_material,5999-01-294-4489,shell_material,eq,ALUMINUMALLOY,,electrical,publog_characteristics,,,,,,,ALUMINUMALLOY,text,shell_material
5999-01-294-4489__operating_temp_max,5999-01-294-4489,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-PRF-49464,71,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5999-01-294-4489__operating_temp_min,5999-01-294-4489,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-PRF-49464,-46,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-01-294-4489__contact_plating,5999-01-294-4489,contact_plating,eq,GOLD,,mechanical,spec_extraction,MIL-PRF-49464,GOLDOVERNICKEL,publog_characteristics,,,,GOLD,text,contact_plating
5999-01-294-4489__humidity_resistance,5999-01-294-4489,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,humidity_resistance
5999-01-294-4489__qualification,5999-01-294-4489,qualification,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,qualification
5999-01-294-4489__thermal_shock_cycles,5999-01-294-4489,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-PRF-49464,,,10.0,,,10,number,thermal_shock_cycles
5999-01-294-4489__vibration_grms,5999-01-294-4489,vibration_grms,gte,15,,qualification,spec_extraction,MIL-PRF-49464,,,15.0,,,15,number,vibration_grms
5999-01-294-4489__lot_traceability,5999-01-294-4489,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,lot_traceability
5999-01-473-6202__contact_count,5999-01-473-6202,contact_count,eq,37,,electrical,publog_characteristics,,,,37.0,,,37,number,contact_count
5999-01-473-6202__current_rating,5999-01-473-6202,current_rating,gte,7.5,A,electrical,spec_extraction,MIL-PRF-49464,1,publog_characteristics,7.5,,,7.5 A,number,current_rating
5999-01-473-6202__insulation_resistance,5999-01-473-6202,insulation_resistance,gte,5000000000,ohm,electrical,spec_extraction,MIL-PRF-49464,5000000000,publog_characteristics,5000000000.0,,,5000000000 ohm,number,insulation_resistance
5999-01-473-6202__shell_material,5999-01-473-6202,shell_material,eq,COMPOSITE,,electrical,publog_characteristics,,,,,,,COMPOSITE,text,shell_material
5999-01-473-6202__operating_temp_max,5999-01-473-6202,operating_temp_max,gte,200,degC,environmental,spec_extraction,MIL-PRF-49464,125,publog_characteristics,200.0,,,200 degC,number,operating_temp_max
5999-01-473-6202__operating_temp_min,5999-01-473-6202,operating_temp_min,lte,-55,degC,environmental,spec_extraction,MIL-PRF-49464,-55,publog_characteristics,-55.0,,,-55 degC,number,operating_temp_min
5999-01-473-6202__contact_plating,5999-01-473-6202,contact_plating,eq,GOLD,,mechanical,spec_extraction,MIL-PRF-49464,GOLDOVERNICKEL,publog_characteristics,,,,GOLD,text,contact_plating
5999-01-473-6202__humidity_resistance,5999-01-473-6202,humidity_resistance,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,humidity_resistance
5999-01-473-6202__qualification,5999-01-473-6202,qualification,boolean,true,,qualification,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,qualification
5999-01-473-6202__thermal_shock_cycles,5999-01-473-6202,thermal_shock_cycles,gte,10,,qualification,spec_extraction,MIL-PRF-49464,,,10.0,,,10,number,thermal_shock_cycles
5999-01-473-6202__vibration_grms,5999-01-473-6202,vibration_grms,gte,15,,qualification,spec_extraction,MIL-PRF-49464,,,15.0,,,15,number,vibration_grms
5999-01-473-6202__lot_traceability,5999-01-473-6202,lot_traceability,boolean,true,,traceability,spec_extraction,MIL-PRF-49464,,,,,,true,boolean,lot_traceability
